#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CEACAM7	CLCA4	9606.ENSP00000006724	9606.ENSP00000359594	0	0	0	0	0.189	0	0	0.292	0.401
CEACAM7	NXPE4	9606.ENSP00000006724	9606.ENSP00000364627	0	0	0	0	0.212	0	0	0.457	0.553
CEBPA	CFTR	9606.ENSP00000427514	9606.ENSP00000003084	0	0	0	0	0	0.057	0	0.428	0.438
CEBPA	MMP2	9606.ENSP00000427514	9606.ENSP00000219070	0	0	0	0	0	0	0	0.432	0.432
CEBPA	TGFB1	9606.ENSP00000427514	9606.ENSP00000221930	0	0	0	0	0.069	0.058	0.900	0.290	0.929
CEBPA	KLF2	9606.ENSP00000427514	9606.ENSP00000248071	0	0	0	0	0.091	0.058	0	0.456	0.493
CEBPA	FABP4	9606.ENSP00000427514	9606.ENSP00000256104	0	0	0	0	0.062	0	0	0.828	0.831
CEBPA	CSF1R	9606.ENSP00000427514	9606.ENSP00000286301	0	0	0	0	0.154	0.060	0	0.512	0.578
CEBPA	PPARG	9606.ENSP00000427514	9606.ENSP00000287820	0	0	0	0	0.062	0.069	0.900	0.949	0.995
CEBPA	LGALS4	9606.ENSP00000427514	9606.ENSP00000302100	0	0	0	0	0.062	0	0	0.483	0.494
CEBPA	MN1	9606.ENSP00000427514	9606.ENSP00000304956	0	0	0	0	0	0	0	0.502	0.502
CEBPA	CFD	9606.ENSP00000427514	9606.ENSP00000332139	0	0	0	0	0.152	0.057	0	0.574	0.630
CEBPA	NR1I2	9606.ENSP00000427514	9606.ENSP00000336528	0	0	0	0	0.090	0.291	0	0.691	0.784
CEBPA	MYB	9606.ENSP00000427514	9606.ENSP00000339992	0	0	0	0	0	0	0.650	0.649	0.872
CEBPA	PDLIM7	9606.ENSP00000427514	9606.ENSP00000348099	0	0	0	0	0	0.060	0	0.428	0.440
CEBPA	DMBT1	9606.ENSP00000427514	9606.ENSP00000357905	0	0	0	0	0	0	0	0.454	0.454
CEBPA	MAFB	9606.ENSP00000427514	9606.ENSP00000362410	0	0	0	0	0.111	0.132	0	0.337	0.443
CEBPA	KLF9	9606.ENSP00000427514	9606.ENSP00000366330	0	0	0	0	0.062	0.058	0	0.533	0.551
CEBPA	MYH11	9606.ENSP00000427514	9606.ENSP00000379616	0	0	0	0	0.062	0.057	0	0.556	0.572
CEBPA	ITGAM	9606.ENSP00000427514	9606.ENSP00000441691	0	0	0	0	0.141	0.061	0	0.494	0.556
CEL	MOGAT2	9606.ENSP00000361151	9606.ENSP00000198801	0	0	0	0	0.062	0	0.650	0.196	0.712
CEL	MOGAT3	9606.ENSP00000361151	9606.ENSP00000223114	0	0	0	0	0.062	0	0.650	0	0.657
CEL	PPP1R1B	9606.ENSP00000361151	9606.ENSP00000254079	0	0	0	0	0	0	0	0.436	0.436
CEL	FABP6	9606.ENSP00000361151	9606.ENSP00000377549	0	0	0	0	0.146	0	0	0.360	0.430
CEL	LCN2	9606.ENSP00000361151	9606.ENSP00000362108	0	0	0	0	0	0	0	0.475	0.475
CERCAM	GGH	9606.ENSP00000361929	9606.ENSP00000260118	0	0	0	0	0	0.494	0	0	0.493
CFD	SERPINE1	9606.ENSP00000332139	9606.ENSP00000223095	0	0	0	0	0	0.120	0	0.563	0.598
CFD	FABP4	9606.ENSP00000332139	9606.ENSP00000256104	0	0	0	0	0.176	0	0	0.635	0.686
CFD	SERPING1	9606.ENSP00000332139	9606.ENSP00000278407	0	0	0	0	0.062	0.120	0	0.497	0.548
CFD	PPARG	9606.ENSP00000332139	9606.ENSP00000287820	0	0	0	0	0.063	0	0	0.663	0.671
CFD	ITLN1	9606.ENSP00000332139	9606.ENSP00000323587	0	0	0	0	0.068	0	0	0.504	0.517
CFD	LCN2	9606.ENSP00000332139	9606.ENSP00000362108	0	0	0	0	0.062	0	0	0.391	0.404
CFD	SPP1	9606.ENSP00000332139	9606.ENSP00000378517	0	0	0	0	0	0.056	0	0.400	0.409
CFL2	CNN1	9606.ENSP00000298159	9606.ENSP00000252456	0	0	0	0	0.062	0.249	0	0.294	0.459
CFL2	DBN1	9606.ENSP00000298159	9606.ENSP00000292385	0	0	0	0	0.067	0.252	0	0.308	0.475
CFL2	PLS1	9606.ENSP00000298159	9606.ENSP00000336831	0	0	0	0	0.064	0.162	0	0.298	0.401
CFL2	FLNC	9606.ENSP00000298159	9606.ENSP00000327145	0	0	0	0	0.097	0.103	0	0.370	0.445
CFL2	TAGLN	9606.ENSP00000298159	9606.ENSP00000432282	0	0	0	0	0.062	0.249	0	0.337	0.492
CFL2	MYH10	9606.ENSP00000298159	9606.ENSP00000353590	0	0	0	0	0.065	0.112	0	0.443	0.497
CFL2	FLNA	9606.ENSP00000298159	9606.ENSP00000358866	0	0	0	0	0.063	0.514	0	0.203	0.606
CFL2	TNNT1	9606.ENSP00000298159	9606.ENSP00000467176	0	0	0	0	0.064	0	0	0.678	0.686
CFL2	TPM2	9606.ENSP00000298159	9606.ENSP00000367542	0	0	0	0	0.065	0.071	0	0.728	0.743
CFTR	VIM	9606.ENSP00000003084	9606.ENSP00000446007	0	0	0	0	0	0.326	0	0.149	0.402
CFTR	SLC6A14	9606.ENSP00000003084	9606.ENSP00000470801	0	0	0	0	0.062	0	0	0.405	0.418
CFTR	KCNMA1	9606.ENSP00000003084	9606.ENSP00000286628	0	0	0	0	0	0	0	0.435	0.435
CFTR	CLDN2	9606.ENSP00000003084	9606.ENSP00000441283	0	0	0	0	0.076	0	0	0.454	0.473
CFTR	KCNH2	9606.ENSP00000003084	9606.ENSP00000262186	0	0	0	0	0	0	0	0.487	0.487
CFTR	VIP	9606.ENSP00000003084	9606.ENSP00000356213	0	0	0	0	0	0	0	0.489	0.489
CFTR	CLCA4	9606.ENSP00000003084	9606.ENSP00000359594	0	0	0	0	0.071	0.253	0	0.362	0.518
CFTR	SLC5A1	9606.ENSP00000003084	9606.ENSP00000266088	0	0	0	0	0.169	0	0	0.463	0.535
CFTR	GABRP	9606.ENSP00000003084	9606.ENSP00000430100	0	0	0	0	0.062	0	0.540	0	0.550
CFTR	MUC5AC	9606.ENSP00000003084	9606.ENSP00000485659	0	0	0	0	0	0.078	0	0.570	0.587
CFTR	GUCY2C	9606.ENSP00000003084	9606.ENSP00000261170	0	0	0	0	0.070	0	0	0.604	0.615
CFTR	SLC9A2	9606.ENSP00000003084	9606.ENSP00000233969	0	0	0	0	0.062	0.281	0	0.479	0.618
CFTR	HKDC1	9606.ENSP00000003084	9606.ENSP00000346643	0	0	0	0	0.636	0	0	0.061	0.644
CFTR	GUCA2A	9606.ENSP00000003084	9606.ENSP00000349493	0	0	0	0	0.078	0	0	0.634	0.648
CFTR	SLC4A4	9606.ENSP00000003084	9606.ENSP00000393557	0	0	0	0	0.076	0.117	0	0.668	0.705
CFTR	FLNA	9606.ENSP00000003084	9606.ENSP00000358866	0	0	0	0	0.062	0.044	0	0.745	0.751
CFTR	CLCA1	9606.ENSP00000003084	9606.ENSP00000234701	0	0	0	0	0.077	0.407	0	0.605	0.765
CFTR	SPINK1	9606.ENSP00000003084	9606.ENSP00000296695	0	0	0	0	0.076	0	0	0.804	0.811
CFTR	PRKACB	9606.ENSP00000003084	9606.ENSP00000359719	0	0	0	0	0	0	0.900	0.042	0.900
CFTR	CXCL12	9606.ENSP00000003084	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0.113	0.907
CFTR	SLC26A3	9606.ENSP00000003084	9606.ENSP00000345873	0	0	0	0	0.088	0.182	0	0.975	0.980
CHGA	KRT20	9606.ENSP00000216492	9606.ENSP00000167588	0	0	0	0	0	0	0	0.682	0.682
CHGA	DDC	9606.ENSP00000216492	9606.ENSP00000403644	0	0	0	0	0.085	0	0	0.379	0.407
CHGA	SYT11	9606.ENSP00000216492	9606.ENSP00000357307	0	0	0	0	0.156	0.368	0	0.049	0.448
CHGA	REG4	9606.ENSP00000216492	9606.ENSP00000346158	0	0	0	0	0	0	0	0.465	0.465
CHGA	TFF3	9606.ENSP00000216492	9606.ENSP00000430690	0	0	0	0	0	0	0	0.473	0.473
CHGA	NPTXR	9606.ENSP00000216492	9606.ENSP00000327545	0	0	0	0	0.137	0	0	0.428	0.485
CHGA	MUC5AC	9606.ENSP00000216492	9606.ENSP00000485659	0	0	0	0	0	0	0	0.517	0.517
CHGA	LYZ	9606.ENSP00000216492	9606.ENSP00000261267	0	0	0	0	0	0	0	0.524	0.524
CHGA	SPINK4	9606.ENSP00000216492	9606.ENSP00000369045	0	0	0	0	0.055	0	0	0.545	0.552
CHGA	OLFM4	9606.ENSP00000216492	9606.ENSP00000219022	0	0	0	0	0.065	0	0	0.563	0.574
CHGA	VGF	9606.ENSP00000216492	9606.ENSP00000249330	0	0	0	0	0.158	0	0	0.524	0.583
CHGA	VIL1	9606.ENSP00000216492	9606.ENSP00000248444	0	0	0	0	0.064	0	0	0.592	0.602
CHGA	STX19	9606.ENSP00000216492	9606.ENSP00000320679	0	0	0	0	0.065	0.601	0	0	0.610
CHGA	PCSK1N	9606.ENSP00000216492	9606.ENSP00000218230	0	0	0	0	0.232	0	0	0.560	0.647
CHGA	VIP	9606.ENSP00000216492	9606.ENSP00000356213	0	0	0	0	0.161	0	0	0.688	0.727
CHGA	UCHL1	9606.ENSP00000216492	9606.ENSP00000284440	0	0	0	0	0.130	0	0	0.714	0.741
CHGA	SCG2	9606.ENSP00000216492	9606.ENSP00000304133	0	0	0	0	0.251	0.168	0	0.844	0.894
CHGA	ENO2	9606.ENSP00000216492	9606.ENSP00000437402	0	0	0	0	0.109	0	0	0.906	0.912
CHP2	MS4A12	9606.ENSP00000300113	9606.ENSP00000016913	0	0	0	0	0	0	0	0.413	0.412
CHRDL1	FSTL3	9606.ENSP00000361112	9606.ENSP00000166139	0	0	0	0	0	0	0	0.454	0.454
CHRDL1	SOSTDC1	9606.ENSP00000361112	9606.ENSP00000304930	0	0	0	0	0.065	0	0	0.683	0.691
CHRDL1	MAMDC2	9606.ENSP00000361112	9606.ENSP00000366387	0	0	0	0	0.069	0	0	0.406	0.423
CHRDL1	MFAP4	9606.ENSP00000361112	9606.ENSP00000378957	0	0	0	0	0.083	0	0	0.498	0.520
CHRDL1	GREM1	9606.ENSP00000361112	9606.ENSP00000478319	0	0	0	0	0	0	0	0.574	0.574
CHRDL1	RGMA	9606.ENSP00000361112	9606.ENSP00000452126	0	0	0	0	0.069	0	0.900	0.190	0.918
CHRDL2	FSTL3	9606.ENSP00000263671	9606.ENSP00000166139	0	0	0	0	0	0	0	0.443	0.443
CHRDL2	VWF	9606.ENSP00000263671	9606.ENSP00000261405	0	0	0	0	0	0	0	0.463	0.463
CHRDL2	GREM1	9606.ENSP00000263671	9606.ENSP00000478319	0	0	0	0	0	0	0	0.443	0.443
CHRDL2	SOSTDC1	9606.ENSP00000263671	9606.ENSP00000304930	0	0	0	0	0	0	0	0.709	0.709
CHRM2	GRIK5	9606.ENSP00000399745	9606.ENSP00000262895	0	0	0	0	0.062	0	0	0.396	0.409
CHRM2	CHRNA3	9606.ENSP00000399745	9606.ENSP00000315602	0	0	0	0	0.064	0	0	0.540	0.551
CHRM2	CYP2B6	9606.ENSP00000399745	9606.ENSP00000324648	0	0	0	0	0	0	0	0.486	0.486
CHRM2	GRM8	9606.ENSP00000399745	9606.ENSP00000344173	0	0	0	0	0.062	0	0	0.560	0.570
CHRM2	MAOB	9606.ENSP00000399745	9606.ENSP00000367309	0	0	0	0	0.060	0	0	0.398	0.409
CHRM2	GNG4	9606.ENSP00000399745	9606.ENSP00000375727	0	0	0	0	0.062	0	0.800	0	0.804
CHRM2	GGT5	9606.ENSP00000399745	9606.ENSP00000381340	0	0	0	0	0	0	0	0.487	0.487
CHRM2	TFF3	9606.ENSP00000399745	9606.ENSP00000430690	0	0	0	0	0	0	0	0.441	0.441
CHRNA3	TIMP2	9606.ENSP00000315602	9606.ENSP00000262768	0	0	0	0	0	0	0	0.461	0.461
CHRNA3	DDC	9606.ENSP00000315602	9606.ENSP00000403644	0	0	0	0	0.051	0.076	0	0.398	0.426
CHRNA3	FN1	9606.ENSP00000315602	9606.ENSP00000346839	0	0	0	0	0	0	0	0.610	0.610
CHST13	DCN	9606.ENSP00000317404	9606.ENSP00000052754	0	0	0	0	0	0	0.900	0.079	0.904
CHST13	CSPG4	9606.ENSP00000317404	9606.ENSP00000312506	0	0	0	0	0.049	0	0.900	0.218	0.919
CHST13	CHST15	9606.ENSP00000317404	9606.ENSP00000402394	0	0	0	0	0	0	0.900	0.689	0.967
CHST15	PSD	9606.ENSP00000402394	9606.ENSP00000020673	0	0	0	0	0	0	0	0.668	0.668
CHST15	DCN	9606.ENSP00000402394	9606.ENSP00000052754	0	0	0	0	0	0	0.900	0.264	0.923
CHST15	CSPG4	9606.ENSP00000402394	9606.ENSP00000312506	0	0	0	0	0	0	0.900	0.103	0.906
CHST5	OGN	9606.ENSP00000338783	9606.ENSP00000262551	0	0	0	0	0	0	0.900	0.162	0.912
CHST5	RETNLB	9606.ENSP00000338783	9606.ENSP00000295755	0	0	0	0	0	0	0	0.414	0.414
CHST5	NXPE4	9606.ENSP00000338783	9606.ENSP00000364627	0	0	0	0	0	0	0	0.401	0.400
CHST5	TFF3	9606.ENSP00000338783	9606.ENSP00000430690	0	0	0	0	0	0	0	0.405	0.405
CHST5	PRELP	9606.ENSP00000338783	9606.ENSP00000343924	0	0	0	0	0	0	0.900	0.084	0.904
CHST5	OMD	9606.ENSP00000338783	9606.ENSP00000364700	0	0	0	0	0	0	0.900	0.089	0.905
CILP	DCN	9606.ENSP00000261883	9606.ENSP00000052754	0	0	0	0	0.178	0	0	0.432	0.514
CILP	MMP2	9606.ENSP00000261883	9606.ENSP00000219070	0	0	0	0	0.062	0.388	0	0.357	0.599
CILP	TGFB1	9606.ENSP00000261883	9606.ENSP00000221930	0	0	0	0	0	0.297	0	0.271	0.465
CILP	COMP	9606.ENSP00000261883	9606.ENSP00000222271	0	0	0	0	0.200	0	0	0.660	0.716
CILP	OGN	9606.ENSP00000261883	9606.ENSP00000262551	0	0	0	0	0.159	0	0	0.379	0.455
CILP	DPT	9606.ENSP00000261883	9606.ENSP00000356791	0	0	0	0	0.315	0	0	0.266	0.476
CILP	EFEMP2	9606.ENSP00000261883	9606.ENSP00000309953	0	0	0	0	0.071	0	0	0.466	0.483
CILP	THBS2	9606.ENSP00000261883	9606.ENSP00000355751	0	0	0	0	0.087	0	0	0.545	0.567
CILP	EFEMP1	9606.ENSP00000261883	9606.ENSP00000378058	0	0	0	0	0	0	0	0.615	0.615
CILP	SFRP4	9606.ENSP00000261883	9606.ENSP00000410715	0	0	0	0	0.525	0	0	0.243	0.625
CILP	PRELP	9606.ENSP00000261883	9606.ENSP00000343924	0	0	0	0	0.096	0	0	0.607	0.630
CILP	COL11A1	9606.ENSP00000261883	9606.ENSP00000359114	0	0	0	0	0.098	0	0	0.630	0.652
CLCA1	MS4A12	9606.ENSP00000234701	9606.ENSP00000016913	0	0	0	0	0.140	0	0	0.476	0.530
CLCA1	KRT20	9606.ENSP00000234701	9606.ENSP00000167588	0	0	0	0	0.411	0	0	0.158	0.482
CLCA1	MEP1A	9606.ENSP00000234701	9606.ENSP00000230588	0	0	0	0	0.481	0	0	0.050	0.485
CLCA1	FGFBP1	9606.ENSP00000234701	9606.ENSP00000371770	0	0	0	0	0	0	0	0.406	0.406
CLCA1	REG3A	9606.ENSP00000234701	9606.ENSP00000377456	0	0	0	0	0.342	0	0	0.146	0.414
CLCA1	ITGB2	9606.ENSP00000234701	9606.ENSP00000380948	0	0	0	0	0	0	0	0.416	0.416
CLCA1	MUC17	9606.ENSP00000234701	9606.ENSP00000302716	0	0	0	0	0.336	0	0	0.172	0.426
CLCA1	TFF3	9606.ENSP00000234701	9606.ENSP00000430690	0	0	0	0	0.153	0	0	0.368	0.442
CLCA1	SPINK4	9606.ENSP00000234701	9606.ENSP00000369045	0	0	0	0	0.335	0	0	0.225	0.462
CLCA1	REG4	9606.ENSP00000234701	9606.ENSP00000346158	0	0	0	0	0.341	0	0	0.277	0.503
CLCA1	KIAA0226L	9606.ENSP00000234701	9606.ENSP00000396935	0	0	0	0	0.507	0	0	0	0.507
CLCA1	ITLN1	9606.ENSP00000234701	9606.ENSP00000323587	0	0	0	0	0.332	0	0	0.301	0.513
CLCA1	SLC26A3	9606.ENSP00000234701	9606.ENSP00000345873	0	0	0	0	0.370	0	0	0.340	0.566
CLCA1	DEFA5	9606.ENSP00000234701	9606.ENSP00000329890	0	0	0	0	0.478	0	0	0.233	0.582
CLCA1	DEFA6	9606.ENSP00000234701	9606.ENSP00000297436	0	0	0	0	0.525	0	0	0.190	0.598
CLCA1	PHGR1	9606.ENSP00000234701	9606.ENSP00000410024	0	0	0	0	0.531	0	0	0.260	0.638
CLCA1	ZG16	9606.ENSP00000234701	9606.ENSP00000383563	0	0	0	0	0.191	0	0	0.601	0.663
CLCA1	RETNLB	9606.ENSP00000234701	9606.ENSP00000295755	0	0	0	0	0.463	0	0	0.450	0.692
CLCA1	GUCA2A	9606.ENSP00000234701	9606.ENSP00000349493	0	0	0	0	0.561	0	0	0.334	0.695
CLCA1	SI	9606.ENSP00000234701	9606.ENSP00000264382	0	0	0	0	0.560	0	0	0.413	0.730
CLCA1	SLC13A2	9606.ENSP00000234701	9606.ENSP00000392411	0	0	0	0	0.300	0	0	0.662	0.753
CLCA1	MUC5AC	9606.ENSP00000234701	9606.ENSP00000485659	0	0	0	0	0.062	0	0	0.763	0.768
CLCA1	FCGBP	9606.ENSP00000234701	9606.ENSP00000481056	0	0	0	0	0.165	0	0	0.757	0.789
CLCA1	CLCA4	9606.ENSP00000234701	9606.ENSP00000359594	0	0	0	0.964	0.214	0	0.900	0.710	0.920
CLCA4	MS4A12	9606.ENSP00000359594	9606.ENSP00000016913	0	0	0	0	0.099	0	0	0.651	0.672
CLCA4	SI	9606.ENSP00000359594	9606.ENSP00000264382	0	0	0	0	0.142	0	0	0.413	0.474
CLCA4	SDR16C5	9606.ENSP00000359594	9606.ENSP00000307607	0	0	0	0	0.133	0	0	0.336	0.400
CLCA4	SLC26A3	9606.ENSP00000359594	9606.ENSP00000345873	0	0	0	0	0.152	0	0	0.391	0.461
CLCA4	GUCA2A	9606.ENSP00000359594	9606.ENSP00000349493	0	0	0	0	0.152	0	0	0.579	0.628
CLCA4	SLC4A4	9606.ENSP00000359594	9606.ENSP00000393557	0	0	0	0	0.084	0	0	0.391	0.418
CLCA4	DACH1	9606.ENSP00000359594	9606.ENSP00000482245	0	0	0	0	0	0	0	0.454	0.454
CLCA4	FCGBP	9606.ENSP00000359594	9606.ENSP00000481056	0	0	0	0	0.108	0	0	0.431	0.471
CLCA4	SLC13A2	9606.ENSP00000359594	9606.ENSP00000392411	0	0	0	0	0.083	0	0	0.462	0.485
CLCA4	KIAA0226L	9606.ENSP00000359594	9606.ENSP00000396935	0	0	0	0	0.507	0	0	0	0.507
CLCA4	ZG16	9606.ENSP00000359594	9606.ENSP00000383563	0	0	0	0	0	0	0	0.565	0.565
CLDN18	CLDN2	9606.ENSP00000183605	9606.ENSP00000441283	0	0	0	0.745	0	0	0.300	0.608	0.405
CLDN18	CLDN5	9606.ENSP00000183605	9606.ENSP00000385477	0	0	0	0.755	0.062	0	0.300	0.587	0.410
CLDN18	CTSE	9606.ENSP00000183605	9606.ENSP00000350911	0	0	0	0	0.085	0	0	0.382	0.411
CLDN18	MUC5AC	9606.ENSP00000183605	9606.ENSP00000485659	0	0	0	0	0.065	0	0	0.468	0.481
CLDN18	OLFM4	9606.ENSP00000183605	9606.ENSP00000219022	0	0	0	0	0	0	0	0.500	0.500
CLDN18	TFF2	9606.ENSP00000183605	9606.ENSP00000291526	0	0	0	0	0.108	0	0	0.472	0.509
CLDN18	REG4	9606.ENSP00000183605	9606.ENSP00000346158	0	0	0	0	0.062	0	0	0.662	0.670
CLDN2	SPINK1	9606.ENSP00000441283	9606.ENSP00000296695	0	0	0	0	0.087	0	0	0.518	0.541
CLDN2	JAM3	9606.ENSP00000441283	9606.ENSP00000299106	0	0	0	0	0	0	0	0.411	0.411
CLDN2	FN1	9606.ENSP00000441283	9606.ENSP00000346839	0	0	0	0	0	0	0	0.692	0.692
CLDN2	PIGR	9606.ENSP00000441283	9606.ENSP00000348888	0	0	0	0	0.110	0	0	0.371	0.417
CLDN2	MYLK	9606.ENSP00000441283	9606.ENSP00000353452	0	0	0	0	0	0	0	0.574	0.574
CLDN2	GJB1	9606.ENSP00000441283	9606.ENSP00000363134	0	0	0	0	0.118	0	0	0.453	0.497
CLDN2	CLDN5	9606.ENSP00000441283	9606.ENSP00000385477	0	0	0	0.855	0.062	0	0.600	0.818	0.654
CLDN5	MMP2	9606.ENSP00000385477	9606.ENSP00000219070	0	0	0	0	0.063	0	0	0.518	0.529
CLDN5	VWF	9606.ENSP00000385477	9606.ENSP00000261405	0	0	0	0	0.686	0	0	0.545	0.851
CLDN5	PDGFRB	9606.ENSP00000385477	9606.ENSP00000261799	0	0	0	0	0.111	0	0	0.427	0.469
CLDN5	JAM3	9606.ENSP00000385477	9606.ENSP00000299106	0	0	0	0	0.077	0	0	0.509	0.527
CLDN5	FN1	9606.ENSP00000385477	9606.ENSP00000346839	0	0	0	0	0.062	0	0	0.527	0.537
CLDN5	MYLK	9606.ENSP00000385477	9606.ENSP00000353452	0	0	0	0	0.088	0	0	0.433	0.460
CLDN5	EGFL7	9606.ENSP00000385477	9606.ENSP00000360764	0	0	0	0	0.195	0	0	0.430	0.522
CLDN5	TYMP	9606.ENSP00000385477	9606.ENSP00000379038	0	0	0	0	0.135	0	0	0.360	0.422
CLDN5	GPR124	9606.ENSP00000385477	9606.ENSP00000406367	0	0	0	0	0.092	0	0	0.366	0.400
CLEC11A	SMIM24	9606.ENSP00000250340	9606.ENSP00000215531	0	0	0	0	0	0	0	0.406	0.406
CLIP3	FAM84A	9606.ENSP00000353732	9606.ENSP00000295092	0	0	0	0	0.107	0	0	0.448	0.487
CLIP3	ZBTB7C	9606.ENSP00000353732	9606.ENSP00000468782	0	0	0	0	0	0	0	0.649	0.649
CLIP3	ZCCHC24	9606.ENSP00000353732	9606.ENSP00000361411	0	0	0	0	0.107	0	0	0.640	0.665
CLMP	VAV3	9606.ENSP00000405577	9606.ENSP00000359073	0	0	0	0	0	0	0	0.443	0.443
CLMP	MXRA8	9606.ENSP00000405577	9606.ENSP00000399229	0	0	0	0	0.068	0	0	0.422	0.438
CLRN3	MEP1A	9606.ENSP00000357660	9606.ENSP00000230588	0	0	0	0	0.358	0	0	0.252	0.499
CLRN3	ITLN1	9606.ENSP00000357660	9606.ENSP00000323587	0	0	0	0	0.213	0	0	0.274	0.404
CLRN3	REG4	9606.ENSP00000357660	9606.ENSP00000346158	0	0	0	0	0.299	0	0	0.194	0.410
CLRN3	GUCA2A	9606.ENSP00000357660	9606.ENSP00000349493	0	0	0	0	0.481	0	0	0	0.481
CLRN3	PHGR1	9606.ENSP00000357660	9606.ENSP00000410024	0	0	0	0	0.481	0	0	0	0.481
CLU	TGFB1	9606.ENSP00000315130	9606.ENSP00000221930	0	0	0	0	0	0	0	0.565	0.565
CLU	SERPINE1	9606.ENSP00000315130	9606.ENSP00000223095	0	0	0	0	0	0	0	0.429	0.429
CLU	LYZ	9606.ENSP00000315130	9606.ENSP00000261267	0	0	0	0	0	0.503	0	0.250	0.611
CLU	LTBP2	9606.ENSP00000315130	9606.ENSP00000261978	0	0	0	0	0	0	0	0.434	0.434
CLU	SERPING1	9606.ENSP00000315130	9606.ENSP00000278407	0	0	0	0	0.099	0	0	0.502	0.533
CLU	LTBP3	9606.ENSP00000315130	9606.ENSP00000301873	0	0	0	0	0.064	0	0	0.440	0.453
CLU	SPARCL1	9606.ENSP00000315130	9606.ENSP00000414856	0	0	0	0	0.156	0.076	0	0.301	0.408
CLU	LTBP1	9606.ENSP00000315130	9606.ENSP00000386043	0	0	0	0	0.065	0	0	0.430	0.444
CLU	FN1	9606.ENSP00000315130	9606.ENSP00000346839	0	0	0	0	0	0	0	0.470	0.470
CLU	SYNM	9606.ENSP00000315130	9606.ENSP00000336775	0	0	0	0	0.084	0	0	0.445	0.470
CLU	PTGDS	9606.ENSP00000315130	9606.ENSP00000360687	0	0	0	0	0.145	0	0	0.455	0.514
CLU	TFF3	9606.ENSP00000315130	9606.ENSP00000430690	0	0	0	0	0	0	0	0.549	0.549
CLU	SPP1	9606.ENSP00000315130	9606.ENSP00000378517	0	0	0	0	0.076	0	0	0.567	0.583
CLU	FERMT2	9606.ENSP00000315130	9606.ENSP00000342858	0	0	0	0	0.072	0	0	0.596	0.610
CLU	LCN2	9606.ENSP00000315130	9606.ENSP00000362108	0	0	0	0	0.062	0	0	0.640	0.648
CLU	SAA1	9606.ENSP00000315130	9606.ENSP00000384906	0	0	0	0	0	0	0.540	0.390	0.707
CLU	ELN	9606.ENSP00000315130	9606.ENSP00000351807	0	0	0	0	0.069	0.270	0	0.658	0.747
CLU	STMN3	9606.ENSP00000315130	9606.ENSP00000359070	0	0	0	0	0.103	0	0	0.740	0.757
CMBL	EREG	9606.ENSP00000296658	9606.ENSP00000244869	0	0	0	0	0	0	0	0.539	0.539
CMBL	SEPP1	9606.ENSP00000296658	9606.ENSP00000420939	0	0	0	0	0.064	0	0	0.595	0.605
CNN1	MMP2	9606.ENSP00000252456	9606.ENSP00000219070	0	0	0	0	0.091	0	0	0.445	0.474
CNN1	COL1A1	9606.ENSP00000252456	9606.ENSP00000225964	0	0	0	0	0.144	0	0	0.402	0.467
CNN1	VIM	9606.ENSP00000252456	9606.ENSP00000446007	0	0	0	0	0.063	0.076	0	0.374	0.411
CNN1	RBPMS2	9606.ENSP00000252456	9606.ENSP00000300069	0	0	0	0	0.062	0	0	0.422	0.434
CNN1	IQGAP2	9606.ENSP00000252456	9606.ENSP00000274364	0	0	0	0	0.065	0	0	0.433	0.447
CNN1	ELN	9606.ENSP00000252456	9606.ENSP00000351807	0	0	0	0	0.096	0	0	0.415	0.449
CNN1	PLS1	9606.ENSP00000252456	9606.ENSP00000336831	0	0	0	0	0.062	0.313	0	0.215	0.449
CNN1	KCNMB1	9606.ENSP00000252456	9606.ENSP00000274629	0	0	0	0	0.142	0	0	0.397	0.460
CNN1	CSRP1	9606.ENSP00000252456	9606.ENSP00000356275	0	0	0	0	0.100	0.167	0	0.359	0.478
CNN1	LDB3	9606.ENSP00000252456	9606.ENSP00000401437	0	0	0	0	0.063	0.067	0	0.545	0.567
CNN1	TPM2	9606.ENSP00000252456	9606.ENSP00000367542	0	0	0	0	0.237	0	0	0.475	0.582
CNN1	MYLK	9606.ENSP00000252456	9606.ENSP00000353452	0	0	0	0	0.330	0	0	0.520	0.665
CNN1	TAGLN	9606.ENSP00000252456	9606.ENSP00000432282	0	0	0	0.873	0.626	0	0	0.816	0.665
CNN1	EHD2	9606.ENSP00000252456	9606.ENSP00000263277	0	0	0	0	0.106	0	0	0.642	0.666
CNN1	MYL9	9606.ENSP00000252456	9606.ENSP00000279022	0	0	0	0	0.417	0	0	0.460	0.672
CNN1	LMOD1	9606.ENSP00000252456	9606.ENSP00000356257	0	0	0	0	0.298	0	0	0.606	0.712
CNN1	MYOCD	9606.ENSP00000252456	9606.ENSP00000401678	0	0	0	0	0.142	0	0	0.689	0.722
CNN1	MYH11	9606.ENSP00000252456	9606.ENSP00000379616	0	0	0	0	0.572	0	0	0.793	0.908
CNTNAP1	L1CAM	9606.ENSP00000264638	9606.ENSP00000359077	0	0	0	0	0.162	0.249	0	0.144	0.415
CNTNAP1	GJB1	9606.ENSP00000264638	9606.ENSP00000363134	0	0	0	0	0	0	0	0.438	0.438
